course_code	course_name	prerequisite	unit
ENG3913	WOMEN WRITING AND WRITING WOMEN	N/A	3
ENG4013	MAJOR AUTHOR STUDY	N/A	3
ENG4023	MAJOR GENRE IN LITERATURE	N/A	3
ENG4053	CREATIVE WRITING	N/A	3
ENG4063	OFF-CAMPUS INTERNSHIP EXPERIENCE	N/A	3
ENG4103	FINAL YEAR PROJECT I (ELLS)	N/A	3
ENG4123	INTRODUCTION TO PUBLISHING STUDIES	N/A	3
ENG4133	RESEARCH SKILLS IN LITERARY STUDIES	ENG2173 AMERICAN LITERATURE: TRADITIONS OF DEMOCRACY AND DISSENT	3
ENG4143	FINAL YEAR PROJECT II (ELLS)	ENG4103 FINAL YEAR PROJECT I (ELLS)	3
ENG4153	EDITING AND PUBLISHING PRACTICUM II	N/A	3
ENG4173	CURRENT ISSUES IN ENGLISH STUDIES	N/A	3
ENG4183	RESEARCH SKILLS IN DIGITAL LITERACY AND INTERCULTURAL COMMUNICATION	ENG2143 NEW MEDIA LITERACIES	3
ENG4193	FINAL YEAR PROJECT (ELLS)	N/A	6
ENG4203	GLOBALISATION, MEDIA AND INTERCULTURAL COMMUNICATION	ENG3083 LANGUAGE AND ETHNOGRAPHY	3
ENG4213	SPECIAL TOPIC IN LITERATURE	N/A	3
ENG4223	INTERCULTURAL COMMUNICATION IN THE WORKPLACE	ENG3203 INTERCULTURAL COMMUNICATION	3
ENGI2003	MECHANICAL ENGINEERING AND PRACTICE	N/A	3
ENGI2013	ENGINEERING DRAWING AND AUTOCAD PRACTICE	N/A	3
ENV1003	CLIMATE CHANGE	N/A	3
ENV1013	INTRODUCTION TO ECO-CITIES	N/A	3
ENV1023	INTRODUCTION TO PLANET EARTH SCIENCE	N/A	3
ENV2003	INTRODUCTION TO ENVIRONMENTAL SCIENCE	N/A	3
ENV3003	RESOURCES AND THE ENVIRONMENT	N/A	3
ENV3013	SUSTAINABLE ENVIRONMENTAL MANAGEMENT	N/A	3
ENV3023	ENVIRONMENTAL CHEMISTRY AND POLLUTION CONTROL	CHEM2023 PRINCIPLES OF CHEMISTRY or CHEM2003 GENERAL CHEMISTRY	3
ENV3033	ENVIRONMENTAL ANALYSIS AND MONITORING	CHEM3013 CHEMICAL ANALYSIS	3
ENV3043	ENVIRONMENTAL STUDY LABORATORY	BIOL2103 BIOLOGY AND ECOLOGY LABORATORY or CHEM2053 CHEMISTRY LABORATORY	3
ENV3053	ENVIRONMENTAL NANOTECHNOLOGY	CHEM2023 PRINCIPLES OF CHEMISTRY or CHEM2003 GENERAL CHEMISTRY	3
ENV3063	INTRODUCTION TO ENVIRONMENTAL GEOLOGY	CHEM2023 PRINCIPLES OF CHEMISTRY or CHEM2003 GENERAL CHEMISTRY	3
ENV3073	INTRODUCTION TO GEOGRAPHIC INFORMATION SYSTEMS FOR  ENVIRONMENTAL MANAGEMENT	N/A	3
ENV3083	FUNDAMENTALS OF BIOGEOCHEMISTRY	N/A	3
ENV3093	TERRESTRIAL AND AQUATIC ENVIRONMENTS IN CHINA	BIOL1023 DIVERSITY OF LIFE AND LABORATORY, and  BIOL2023 CONSERVATION ECOLOGY	3
ENV3103	INTRODUCTION TO ENVIRONMENTAL ENGINEERING	ENV2003 INTRODUCTION TO ENVIRONMENTAL SCIENCE	3
ENV3113	CHINAS ENVIRONMENTAL LAW AND INTERNATIONAL COOPERATION POLICY	N/A	3
ENV3123	INTRODUCTION TO OCCUPATIONAL HEALTH AND SAFETY	N/A	3
ENV3153	RESEARCH METHODS FOR ENVIRONMENTAL SCIENCE AND STUDIES	ENV2003 INTRODUCTION TO ENVIRONMENTAL SCIENCE	3
ENV3163	ATMOSPHERIC SCIENCE AND POLLUTION	N/A	3
ENV3173	HYDROLOGY AND WATER ENGINEERING	N/A	3
ENV3183	PRACTICAL ENVIRONMENTAL ANALYSIS AND MONITORING	CHEM3013 CHEMICAL ANALYSIS	3
ENV3193	CARBON TECHNOLOGY AND RENEWABLE ENERGY	N/A	3
ENV4003	GREEN BUSINESS MANAGEMENT	N/A	3
ENV4004	FINAL YEAR PROJECT I (ENV)	N/A	3
ENV4005	FINAL YEAR PROJECT II (ENV)	ENV4004 FINAL YEAR PROJECT I (ENV)	3
ENV4013	INTEGRATED SOLID WASTE MANAGEMENT	ENV2003 INTRODUCTION TO ENVIRONMENT SCIENCE	3
ENV4023	ATMOSPHERIC SCIENCE AND POLLUTION	N/A	3
ENV4033	LAND CONTAMINATION AND REMEDIATION	BIOL2023 CONSERVATION ECOLOGY, and ENV2003 INTRODUCTION TO ENVIRONMENTAL SCIENCE	3
ENV4043	SELECTED TOPICS IN ENVIRONMENTAL SCIENCE	ENV2003 INTRODUCTION TO ENVIRONMENTAL SCIENCE	3
ENV4053	WATER SCIENCE AND ENGINEERING	BIOL2023 CONSERVATION ECOLOGY, and ENV2003 INTRODUCTION TO ENVIRONMENT SCIENCE	3
ENV4063	INTRODUCTION TO ISO GENERIC	N/A	3
ENV4083	ADVANCED GEOGRAPHIC INFORMATION SYSTEMS FOR SUSTAINABLE ENVIRONMENT	ENV3073 INTRODUCTION TO GEOGRAPHIC INFORMATION SYSTEMS FOR ENVIRONMENTAL MANAGEMENT	3
ENV4073	INTERNSHIP IN ENVIRONMENTAL SCIENCE AND MANAGEMENT	N/A	3
EPIN3003	MANAGING NEW BUSINESS	N/A	3
EPIN3013	ENTREPRENEURIAL FINANCE	FIN2003/FIN2023 FINANCIAL MANAGEMENT	3
EPIN3023	MARKETING FOR ENTREPRENEURS	MKT2003 PRINCIPLES OF MARKETING MANAGEMENT	3
EPIN3033	ENTREPRENEURIAL DECISIONS AND COMPLIANCE	ACCT2003/ACCT2043 PRINCIPLES OF ACCOUNTING I, and ACCT2013/ACCT2053 PRINCIPLES OF ACCOUNTING II	3
EPIN3043	NEW PRODUCT AND INNOVATION MANAGEMENT	EPIN3003 MANAGING NEW BUSINESS	3
EPIN3053	LOGISTICS AND TRANSPORTATION MANAGEMENT	N/A	3
EPIN3063	DIGITAL INNOVATION AND TRANSFORMATION	N/A	3
EPIN4003	CORPORATE ENTREPRENEURSHIP	EPIN3003 MANAGING NEW BUSINESS	3
EPIN4013	GLOBAL AND SOCIAL ENTREPRENEURSHIP	N/A	3
EPIN4023	ENTREPRENEURIAL INTERNSHIP	N/A	3
EPIN4033	TECHNOLOGY AND INNOVATION STRATEGY	N/A	3
FIN2003	FINANCIAL MANAGEMENT	ACCT2003/ACCT2043 PRINCIPLES OF ACCOUNTING I or ACCT2023 INTRODUCTION TO FINANCIAL ACCOUNTING (FOR CCM OR MINOR PROGRAMME IN BUSINESS ONLY) or  ACCT2033 INTRODUCTION TO FINANCIAL ACCOUNTING (FOR NON-MAJOR STUDENTS)	3
FIN2013	FINANCIAL PLANNING AND INVESTMENT ANALYSIS	N/A	3
FIN2023	FINANCIAL MANAGEMENT	ACCT2003/ACCT2043 PRINCIPLES OF ACCOUNTING I or ACCT2023 INTRODUCTION TO FINANCIAL ACCOUNTING (FOR CCM OR MINOR PROGRAMME IN BUSINESS ONLY) or  ACCT2033 INTRODUCTION TO FINANCIAL ACCOUNTING (FOR NON-MAJOR STUDENTS)	3
FIN3003	BANKING AND CREDIT	FIN2003/FIN2023 FINANCIAL MANAGEMENT	3
FIN3013	CORPORATE FINANCE	FIN2003/FIN2023 FINANCIAL MANAGEMENT	3
FIN3023	FIXED INCOME SECURITIES	FIN3033 INTRODUCTION TO FUTURES AND OPTIONS MARKETS	3
FIN3033	INTRODUCTION TO FUTURES AND OPTIONS MARKETS	FIN3043 INVESTMENT MANAGEMENT	3
FIN3043	INVESTMENT MANAGEMENT	FIN2003/FIN2023 FINANCIAL MANAGEMENT	3
FIN3053	MULTINATIONAL FINANCE	FIN2003/FIN2023 FINANCIAL MANAGEMENT, and FIN3033 INTRODUCTION TO FUTURES AND OPTIONS MARKETS	3
FIN3063	PRINCIPLES OF CORPORATE FINANCE	MATH1083 CALCULUS II	3
FIN3073	FINANCIAL MATHEMATICS	Quantitative Reasoning	3
FIN3093	CORPORATE FINANCE	FIN2003/FIN2023 FINANCIAL MANAGEMENT	3
FIN4003	MANAGEMENT OF FINANCIAL INSTITUTIONS	FIN2003/FIN2023 FINANCIAL MANAGEMENT	3
FIN4013	FINANCIAL FORECASTING	Quantitative Reasoning, and FIN2003/FIN2023 FINANCIAL MANAGEMENT	3
FIN4023	FINANCIAL RISK MANAGEMENT	FIN3033 INTRODUCTION TO FUTURES AND OPTIONS MARKETS	3
FIN4033	SEMINAR IN FINANCE	FIN3043 INVESTMENT MANAGEMENT	3
FIN4043	BUSINESS VALUATION	FIN2003/FIN2023 FINANCIAL MANAGEMENT	3
FIN4053	FINANCIAL MARKETS IN CHINA	FIN2003/FIN2023 FINANCIAL MANAGEMENT	3
FIN4063	FINANCE INTERNSHIP	FIN2003/FIN2023 FINANCIAL MANAGEMENT	3
FINM2003	THEORY OF FINANCE	N/A	3
FINM2013	TIME SERIES FOR FINANCE AND MACROECONOMICS	MATH1063 LINEAR ALGEBRA II, and MATH1083 CALCULUS II	3
FINM2023	REGRESSION ANALYSIS (FOR FM STUDENTS)	MATH1063 LINEAR ALGEBRA I	3
FINM2033	PYTHON FOR FINANCE	DS1013 PYTHON PROGRAMMING FOR BEGINNERS	3
FINM2043	FINANCIAL ENGINEERING	MATH1073 CALCULUS I	3
FINM2063	INTRODUCTION TO FINANCE	N/A	3
FINM3003	FINANCIAL MATHEMATICS I (FOR FM STUDENTS)	MATH1063 LINEAR ALGEBRA II, and MATH1083 CALCULUS II	3
FINM3013	INTRODUCTION TO FINANCIAL DERIVATIVES	MATH1083 CALCULUS II	3
FINM3023	FIXED INCOME SECURITIES AND THEIR DERIVATIVES	FINM3093 INVESTMENTS	3
FINM3033	RISK MANAGEMENT IN FINANCE	N/A	3
FINM3043	BEHAVIOURAL FINANCE	N/A	3
FINM3053	STATISTICS IN FINANCE	N/A	3
FINM3063	INTERNATIONAL FINANCE	N/A	3
FINM3073	CORPORATE VALUATION	ECON2053 ECONOMICS	3
FINM3093	INVESTMENTS	N/A	3
FINM3103	MONEY, BANKING AND FINANCIAL MARKETS	N/A	3
FINM3113	FINANCIAL ENGINEERING WORKSHOP	N/A	3
FINM3123	INTRODUCTION TO ECONOMETRICS	MATH1063 LINEAR ALGEBRA II, and  MATH1083 CALCULUS II, and  STAT1013 INTRODUCTION TO PROBABILITY AND STATISTICS or STAT3083 APPLIED STATISTICS or MATH2033 MATHEMATICAL STATISTICS	3
FINM3133	TIME SERIES FOR FINANCE AND MACROECONOMICS	MATH1083 CALCULUS II, and  MATH1063 LINEAR ALGEBRA II	3
FINM3143	FINANCIAL MATHEMATICS	STAT2063 PROBABILITY THEORY or STAT2023 ADVANCED PROBABILITY or MATH2063 PROBABILITY AND STATISTICS	3
FINM4003	FINANCIAL MATHEMATICS II (FOR FM STUDENTS)	FINM3003 FINANCIAL MATHEMATICS I (FOR FM STUDENTS)	3
FINM4004	FINAL YEAR PROJECT I (FM)	N/A	3
FINM4005	FINAL YEAR PROJECT II (FM)	FINM4004 FINAL YEAR PROJECT I (FM) Other Condition(s): Year 4 standing	3
FINM4013	DESIGN AND ANALYSIS OF FINANCIAL ALGORITHMS	COMP3283 DATA STRUCTURE	3
FINM4023	INVESTMENT BANKING	N/A	3
FINM4033	FINANCIAL MODELLING	MATH1083 CALCULUS II	3
FINM4043	EXOTIC OPTIONS AND STRUCTURED PRODUCTS	FINM3093 INVESTMENTS	3
FINM4053	NUMERICAL AND SIMULATION TECHNIQUES IN FINANCE	STAT2063 PROBABILITY THEORY or STAT2023 ADVANCED PROBABILITY, and MATH2023 ORDINARY AND PARTIAL DIFFERENTIAL EQUATIONS, and FINM4073 ADVANCED FINANCIAL MATHEMATICS or FINM4063 STOCHASTIC CALCULUS FOR FINANCE or FINM4003 FINANCIAL MATHEMATICS II (FOR FM STUDENTS), and COMP3153 C++ PROGRAMMING LANGUAGE	3
FINM4063	STOCHASTIC CALCULUS FOR FINANCE	FINM3143 FINANCIAL MATHEMATICS or FINM3003 FINANCIAL MATHEMATICS I (FOR FM STUDENTS)	3
FINM4073	ADVANCED FINANCIAL MATHEMATICS	FINM3143 FINANCIAL MATHEMATICS, and MATH3173 APPLIED STOCHASTIC PROCESS	3
FOOD1033	INTRODUCTION TO FOOD SCIENCE	N/A	3
FOOD2013	FOOD CHEMISTRY	CHEM2003 GENERAL CHEMISTRY	3
FOOD3003	FOOD ANALYSIS	CHEM2003 GENERAL CHEMISTRY	3
FOOD3013	NUTRITION	N/A	3
FOOD3023	FOOD TOXICOLOGY	BIOL2063 BIOCHEMISTRY	3
FOOD3033	CHEMICAL AND FOOD ANALYSIS LABORATORY	N/A	3
FOOD3043	LIFE CYCLE NUTRITION	BIOL2003 GENERAL BIOLOGY	3
FOOD3053	FOOD MATERIALS SCIENCE	FOOD1033 INTRODUCTION TO FOOD SCIENCE	3
FOOD3063	FOOD PROCESS ENGINEERING	N/A	3
FOOD3073	FOOD SCIENCE LABORATORY	BIOL2013 GENERAL BIOLOGY AND CHEMISTRY LABORATORY	3
FOOD3083	RESEARCH METHODS IN FOOD SCIENCE	N/A	3
FOOD3093	COMMUNITY NUTRITION	N/A	3
FOOD4003	FOOD SAFETY AND QUALITY MANAGEMENT SYSTEM	FOOD3023 FOOD TOXICOLOGY	3
FOOD4004	FINAL YEAR PROJECT I (FOOD)	N/A	3
FOOD4005	FINAL YEAR PROJECT II (FOOD)	Not less than Grade B of FOOD4004 FINAL YEAR PROJECT I (FOOD)	3
FOOD4013	MEAT AND DAIRY SCIENCE	N/A	3
FOOD4023	FUNCTIONAL FOODS	N/A	3
FOOD4033	GRAIN AND CEREAL SCIENCE	N/A	3
FOOD4043	FOOD BIOTECHNOLOGY	N/A	3
FOOD4053	FOOD WASTE MANAGEMENT	N/A	3
FOOD4073	FRUIT AND VEGETABLE SCIENCE	N/A	3
FOOD4083	INTRODUCTION TO HUMAN PATHOPHYSIOLOGY AND  PHARMACOLOGY	BIOL2063 BIOCHEMISTRY, and BIOL2073 PHYSIOLOGY	3
FOOD4093	NUTRITION AND DISEASE PREVENTION	FOOD3013 NUTRITION	3
FOOD4103	NUTRITION IN MEDICAL THERAPY	FOOD3013 NUTRITION	3
FOOD4113	FOOD MICROBIOLOGY AND FOOD SAFETY LABORATORY	BIOL2013 GENERAL BIOLOGY AND CHEMISTRY LABORATORY, and FOOD3073 FOOD SCIENCE LABORATORY	3
FOOD4123	FOOD PACKAGING	N/A	3
FOOD4133	WINE AND CHEESE SCIENCE	N/A	3
FOOD4143	NUTRITION IN PRACTICE	FOOD3013 NUTRITION	3
FOOD4153	FOOD PRODUCT DEVELOPMENT AND PRACTICE	FOOD2013 FOOD CHEMISTRY	3
FREN1013	FRENCH I	N/A	3
FREN2023	FRENCH CULTURE	N/A	3
GCAP3003	SERVICE LEARNING AND COMMUNITY ENGAGEMENT	N/A	3
GCAP3013	DIGITAL MEDIA LITERACY AND YOUTH EDUCATION	N/A	3
GCAP3023	SERVICE LEARNING THROUGH SECOND LANGUAGE TEACHING	N/A	3
GCAP3033	WRITING FOR THE COMMUNITY	N/A	3
GCAP3043	MAN AND NATURE IN WHOLE PERSON PERSPECTIVE	N/A	3
GCAP3053	PHILANTHROPY DEVELOPMENT AND SOCIAL SERVICE	N/A	3
GCAP3063	COMMUNICATION AND SOCIAL ENGAGEMENT	N/A	3
GCAP3073	COMMUNITY FESTIVALS: CULTURAL EVENTS AND MANAGEMENT	N/A	3
GCAP3083	DIGITAL MEDIA AND MARKETING	N/A	3
GCAP3093	THE ATTENTION ECONOMY: A NEW EXPERIENCE OF CULTURAL CAPITAL	N/A	3
GCAP3103	VISUAL ANTHROPOLOGY: DOCUMENTARIES AND ETHNOGRAPHIC  FILMS	N/A	3
GCAP3113	COMPREHENSIVE PRACTICAL TRAINING ON BIG DATA AND AI	N/A	3
GCAP3123	COMPUTER TECHNOLOGY AND AI PROJECT	N/A	3
GCAP3133	DIGITAL IMAGES IN DAILY LIFE	N/A	3
GCAP3143	ECOLOGICAL CIVILIZATION IN GREATER BAY COMMUNITY	N/A	3
GCAP3153	PROMOTING SOCIAL INCLUSION THROUGH INTERGENERATIONAL  PROGRAMMING	N/A	3
GCAP3163	SCREENING GENDER	N/A	3
GCAP3173	SONGWRITING WITH ALGORITHMS	N/A	3
GCAP3183	INTERDISCIPLINARY MODELING PROJECTS	N/A	3
GCAP3193	INVESTMENT PRACTICE	N/A	3
GCAP3203	SELECTED TOPICS IN FOOD AND NUTRITIONAL SCIENCE	N/A	3
GCAP3213	SERVICE LEADERSHIP: PROMOTING A BETTER WORLD	N/A	3
GCAP3263	SPECIAL TOPICS IN COMMUNICATION AND CHINESE CULTURE	N/A	3
GCAP3273	CHINESE CULTURE AND YOUTH EDUCATION	N/A	3
GCCH1003	UNIVERSITY CHINESE	N/A	3
GCCH1013	CHINESE THOUGHT THROUGH THE AGES	N/A	3
GCCH1023	SELECTED THEMES IN CHINESE HISTORY AND CIVILIZATION	N/A	3
GCCH1033	ELEMENTARY CHINESE I	N/A	3
GCCH1043	ELEMENTARY CHINESE II	Students have completed GCCH1033 ELEMENTARY CHINESE I or achieved an equivalent level	3
GCCH2003	INTERMEDIATE CHINESE I	Students have completed GCCH1043 ELEMENTARY CHINESE II or achieved an equivalent level	3
GCCH2013	INTERMEDIATE CHINESE II	Students have completed GCCH2003 INTERMEDIATE CHINESE I or achieved an equivalent level	3
GCCH3003	ADVANCED CHINESE I	Students have completed GCCH2013 INTERMEDIATE CHINESE II or achieved an equivalent level	3
GCCH3013	ADVANCED CHINESE II	Students have completed GCCH3003 ADVANCE CHINESE I or achieved an equivalent level	3
GCIT1003	IT FOR SUCCESS OF EVERYDAY LIFE AND WORK	N/A	3
GCIT1013	FOUNDATIONS OF C PROGRAMMING	N/A	3
GCIT1023	PYTHON PROGRAMMING FOR BEGINNERS	N/A	3
GCLA1903	ENGLISH I	N/A	3
GCLA1913	ENGLISH II	N/A	3
GCLA1923	ENGLISH III	N/A	3
GCLA1933	ENGLISH IV	N/A	3
GCNU1023	MATHEMATICS AROUND US	N/A	3
GCNU1043	INTRODUCTION TO PROBABILITY AND STATISTICS	N/A	3
GCNU1053	STATISTICS FOR SOCIAL SCIENCE	N/A	3
GCNU1063	BUSINESS STATISTICS	N/A	3
GCS4003	CAPSTONE SEMINAR	N/A	3
GCVM1003	APPLIED ETHICS IN HUMANITIES AND SOCIAL SCIENCES	N/A	3
GCVM1013	APPLIED ETHICS IN SCIENCES AND TECHNOLOGY	N/A	3
GCVM1023	BUSINESS ETHICS	N/A	3
GCVM1033	APPLIED ETHICS IN CULTURE AND CREATIVITY	N/A	3
GDBM1003	BUSINESS AND SOCIETY	N/A	3
GDBM1013	INTRODUCTION TO ENTREPRENEURSHIP AND INNOVATION	N/A	3
GDFL1003	FRENCH I	N/A	3
GDFL1013	GERMAN I	N/A	3
GDFL1023	KOREAN I	N/A	3
GDFL1033	SPANISH I	N/A	3
GDFL1043	JAPANESE I	N/A	3
GDFL1053	RUSSIAN I	N/A	3
GDHC1023	MODERN EUROPE	N/A	3
GDHC1033	MODERN EUROPEAN THOUGHT AND CULTURE	N/A	3
GDHC1043	MODERNISM IN WESTERN CULTURE	N/A	3
GDHC1053	THE AMERICAN RENAISSANCE: THE HISTORY AND LITERATURE OF AN ERA	N/A	3
GDHC1063	THE AMERICAN DREAM AND MODERN SENSIBILITY	N/A	3
GDHC1073	BUDDHISM ACROSS ASIA	N/A	3
GDHC1083	WORLD RELIGIONS: ANCIENT TRADITIONS	N/A	3
GDHC1093	WORLD RELIGIONS: EASTERN TRADITIONS	N/A	3
GDHC1133	INDIAN CIVILIZATION AND SOCIETY	N/A	3
GDHC1143	ENVIRONMENTAL HISTORY IN WORLD PERSPECTIVE, 1900-2000	N/A	3
GDHC1153	HISTORY OF POPULAR CULTURE, 1900-2000	N/A	3
GDHC1173	EXPLORING MODERN WESTERN MUSIC: THE AMERICAN MUSICAL	N/A	3
GDHC1183	CONCEPTIONS OF NATURE FROM ARISTOTLE TO THE 20TH CENTURY	N/A	3
GDHC1193	TRADITIONAL PHILOSOPHICAL PROBLEMS IN MODERN CINEMA	N/A	3
GDHC1203	LIFE AND THE SOUL: EXISTENTIALISM & THE PSYCHOLOGY OF WAR IN  TWENTIETH-CENTURY EUROPE	N/A	3
GDHC1213	THE BEGINNING OF WESTERN CIVILIZATION: A JOURNEY IN TIME	N/A	3
GDHC1223	AMERICAN HISTORY I: THE EMERGENCE OF MODERN AMERICA	N/A	3
GDHC1233	HISTORY OF THE MIDDLE EAST IN THE TWENTIETH CENTURY	N/A	3
GDHC1243	AMERICAN HISTORY II: AMERICAN CULTURE AND IDEAS	N/A	3
GDHC1253	CHINA IN WESTERN PERSPECTIVES	N/A	3
GDHC1263	HISTORY OF TRADITIONAL SOUTHEAST ASIA	N/A	3
GDHC1273	MIGRATION IN WORLD HISTORY	N/A	3
GDHC1283	WOMEN IN 20TH-CENTURY RUSSIAN HISTORY AND CULTURE	N/A	3
GDHC1293	EXPLORING CULTURE AND MUSIC IN ASIA	N/A	3
GDHS1003	LANGUAGE, MEDIA AND CULTURE	N/A	3
GDHS1013	GOVERNMENT AND SOCIETY	N/A	3
GDHS1023	LANGUAGE, MEDIA AND TECHNOLOGY IN THE 21ST CENTURY	N/A	3
GDHS1033	SOCIETY, ECONOMY AND ENVIRONMENT IN THE AGE OF GLOBALISATION	N/A	3
GDST1003	THE SCIENCE OF WELL BEING	N/A	3
GDST1013	THE POWER OF SCIENCE AND TECHNOLOGY	N/A	3
GDST1043	INTRODUCTORY MATHEMATICAL MODELS IN BUSINESS	N/A	3
GDST1053	INTRODUCTION TO MATHEMATICAL LOGIC	N/A	3
GDST1063	STAY ACTIVE, EAT SMART	N/A	3
GDST1073	FOOD APPRECIATION	N/A	3
GDST1083	WEB PUBLISHING: THE SCIENCE BEHIND THE CONTENT ON THE WEB	N/A	3
GDST1093	HOW TO BUILD A GREEN CITY? CHALLENGES AND SOLUTIONS	N/A	3
GDST1103	LIFESTYLE AND HEALTH	N/A	3
GERM1023	GERMAN I	N/A	3
GERM2013	GERMAN CULTURE	N/A	3
GFHC1003	RELIGION AND THE ARTS: EASTERN TRADITIONS	N/A	3
GFHC1013	RELIGION AND THE ARTS: WESTERN TRADITIONS	N/A	3
GFHC1023	TRADITIONAL EAST ASIA	N/A	3
GFHC1033	SOUTH ASIAN CIVILIZATION	N/A	3
GFHC1043	HISTORY OF SOUTHEAST ASIA	N/A	3
GFHC1053	MIDDLE EASTERN CIVILIZATIONS	N/A	3
GFHC1063	MODERN WESTERN THOUGHT AND CULTURE	N/A	3
GFHC1073	EXPLORING PHILOSOPHY	N/A	3
GFHC1083	SOCIOLOGY AND MODERN SOCIETY	N/A	3
GFHC1093	GENDER, FAMILY AND MARRIAGE	N/A	3
GFHC1103	HISTORY OF CONTEMPORARY ECONOMIC THOUGHT IN AN INTERDISCIPLINARY  PERSPECTIVE	N/A	3
GFQR1003	A JOURNEY WITH DATA	N/A	3
GFHC1113	CHINA AND EARLY CIVILIZATIONS	N/A	3
GFHC1123	EXAMINING WORLD LITERATURE	N/A	3
GFHC1133	GREAT DISCOVERIES IN WORLD ARCHAEOLOGY	N/A	3
GFHC1143	THE ANCIENT WORLD TILL 1500	N/A	3
GFHC1153	SILK ROADS	N/A	3
GFHC1163	AMERICAN CIVILIZATIONS	N/A	3
GFHC1173	GREAT CITIES	N/A	3
GFHC1183	KEY PHILOSOPHICAL MOTIFS IN ARTS: LOVE, DEATH, AND SUFFERING	N/A	3
GFQR1013	HANDS ON DATA ANALYTICS FOR EVERYONE	N/A	3
GFQR1023	DATA ANALYTICS FOR BUSINESS	N/A	3
GFQR1033	STATISTICS IN OUR DAILY LIFE	N/A	3
GFVM1003	BUSINESS ETHICS AND CORPORATE SOCIAL RESPONSIBILITY	N/A	3
GFVM1013	APPLIED ETHICS IN CULTURE AND CREATIVITY	N/A	3
GFVM1023	APPLIED ETHICS: AN INTERDISCIPLINARY EXPLORATION	N/A	3
GFVM1033	ETHICS IN AN ERA OF ARTIFICIAL INTELLIGENCE AND ROBOTICS	N/A	3
GFVM1043	ETHICS IN DAILY LIFE AND LIFE SCIENCES	N/A	3
GFVM1063	MEDIA ETHICS	N/A	3
GH2003	PRINCIPLES OF GLOBAL HEALTH	N/A	3
GH2013	LIFESTYLE IN HEALTH AND DISEASE	N/A	3
GH2023	ENVIRONMENTAL AND OCCUPATIONAL HEALTH SCIENCES	N/A	3
GH3003	GLOBALIZATION AND HEALTH	N/A	3
GH4003	HEALTH SYSTEM, POLICY AND MANAGEMENT	N/A	3
GLD1003	INTRODUCTION TO GLOBAL STUDIES	N/A	3
GLD2003	THE GLOBAL ECONOMY	N/A	3
GLD2013	INTERNATIONAL COOPERATION AND WORLD ORDER	N/A	3
GLD2023	REGIONAL COOPERATION AND INTEGRATION: THE ASEAN	N/A	3
GLD2033	GLOBAL POLITICAL ECONOMY	N/A	3
GLD2043	PRINCIPLES OF DEVELOPMENT ECONOMICS	N/A	3
GLD2053	GLOBAL DIGITAL TRANSFORMATION: AI, IOT AND BLOCKCHAIN	N/A	3
GLD3003	PUBLIC-PRIVATE PARTNERSHIPS FOR DEVELOPMENT	N/A	3
GLD3013	REGIONAL COOPERATION AND INTEGRATION: THE EU	N/A	3
GLD3023	GLOBALISATION: TRENDS, ISSUES AND OPPORTUNITIES	N/A	3
GLD3033	DEVELOPMENT IN POST-COLONIAL BRITISH COMMONWEALTH	N/A	3
GLD3043	DEVELOPMENT IN EASTERN EUROPE AND CENTRAL ASIA	N/A	3
GLD3053	ASIA IN THE AGE OF GLOBALISATION	N/A	3
GLD3063	DATA ANALYSIS FOR SOCIAL SCIENCES	N/A	3
GLD3073	PRINCIPLES OF NEGOTIATION	N/A	3
